Object,Maneuver,New Position
FENGYUN 1C DEB,[ 0.09593927  0.00766264 -0.02714665],"[2.0222441761390137, 0.10084292250928215, -0.4720594641232417]"
FENGYUN 1C DEB,[-0.04657536 -0.07437808  0.04794411],"[-0.7403416544599911, -0.3751078706303405, -0.1228603950404273]"
FENGYUN 1C DEB,[-0.03455454 -0.00375956 -0.09376486],"[-0.7748961945223833, -0.37886743383320526, -0.21662525757218912]"
FENGYUN 1C DEB,[-0.0943714  -0.03076455  0.01214827],"[-0.8692675987632998, -0.4096319856583141, -0.20447698968751837]"
FENGYUN 1C DEB,[-0.06352004  0.04726472 -0.06108396],"[-0.9327876401860964, -0.36236726509692996, -0.26556095262297696]"
FENGYUN 1C DEB,[-0.06001688 -0.07997412  0.00145419],"[-0.9928045156346121, -0.442341385937595, -0.2641067665413314]"
FENGYUN 1C DEB,[-0.09421822  0.02736926  0.0193352 ],"[-1.0870227403900845, -0.41497212752322976, -0.24477157019438475]"
FENGYUN 1C DEB,[-0.07110571 -0.07028776  0.00189989],"[-1.1581284458052121, -0.4852598864832622, -0.24287167604115936]"
FENGYUN 1C DEB,[-0.09071652  0.025456   -0.03350381],"[-1.248844963180228, -0.45980388430015406, -0.27637548818548124]"
FENGYUN 1C DEB,[-0.08368705  0.04095254 -0.0363231 ],"[-1.332532010030443, -0.41885134691387327, -0.3126985920054359]"
FENGYUN 1C DEB,[-0.09968346  0.00509266  0.00610518],"[-1.432215466829537, -0.41375868362616475, -0.30659341213739166]"
FENGYUN 1C DEB,[-0.0971009  -0.02371848  0.00297472],"[-1.5293163658343445, -0.43747716728178254, -0.3036186944135771]"
FENGYUN 1C DEB,[-9.95209758e-02  7.39139313e-05 -9.77598689e-03],"[-1.6288373415981743, -0.437403253350512, -0.31339468130728587]"
FENGYUN 1C DEB,[-0.09341849 -0.01418968 -0.03273588],"[-1.7222558357183508, -0.45159293365778125, -0.3461305626776726]"
FENGYUN 1C DEB,[-0.08251341 -0.05046963 -0.02538412],"[-1.8047692471414893, -0.5020625609980016, -0.3715146847120301]"
FENGYUN 1C DEB,[-0.08899199 -0.04045871 -0.02105988],"[-1.8937612349133386, -0.5425212759573574, -0.39257456354009174]"
FENGYUN 1C DEB,[-0.08348214  0.04808855 -0.02679969],"[-0.4699546784383386, 0.23808858439045077, -0.5139286794306962]"
FENGYUN 1C DEB,[ 0.01974203 -0.08395718 -0.05061071],"[-0.4502126463196837, 0.15413140613416287, -0.5645393935836095]"
FENGYUN 1C DEB,[-0.01646835 -0.07629423 -0.06251387],"[-0.46668099417734243, 0.07783717290272393, -0.6270532600011168]"
FENGYUN 1C DEB,[-0.01824739 -0.06337362 -0.07517191],"[-0.48492838489958545, 0.014463549464670516, -0.7022251735337761]"
FENGYUN 1C DEB,[-0.08703383  0.01586342 -0.04662042],"[-0.5719622177347455, 0.030326967045827134, -0.7488455974343292]"
FENGYUN 1C DEB,[-0.06157826  0.00359031 -0.07870976],"[-0.6335404820536594, 0.033917281098097225, -0.8275553618125565]"
FENGYUN 1C DEB,[-0.05339615  0.07493429 -0.03916252],"[-0.686936627186883, 0.10885157473767712, -0.8667178862670518]"
FENGYUN 1C DEB,[-0.03654981 -0.01669795 -0.09157123],"[-0.723486434094733, 0.09215362500989166, -0.9582891158639466]"
FENGYUN 1C DEB,[ 0.00235756  0.06637614 -0.07475728],"[-0.7211288782056032, 0.15852976124934542, -1.033046392888669]"
FENGYUN 1C DEB,[-0.03145262  0.0412276  -0.08550449],"[-0.7525815021814838, 0.19975736270052447, -1.118550880043523]"
FENGYUN 1C DEB,[-0.01348886  0.02374497 -0.09619889],"[-0.7660703575418735, 0.22350233291015797, -1.2147497738563424]"
FENGYUN 1C DEB,[-0.03488249  0.00065964 -0.09371647],"[-0.8009528459098222, 0.22416197720501768, -1.3084662445253992]"
FENGYUN 1C DEB,[-0.01625808  0.02041646 -0.09653416],"[-0.8172109221650629, 0.24457843411381971, -1.4050004003655463]"
FENGYUN 1C DEB,[-0.01211258  0.00906852 -0.09884861],"[-0.8293234976620651, 0.25364695794435194, -1.5038490088047372]"
FENGYUN 1C DEB,[-0.03638554 -0.09034141  0.02268306],"[-0.4666115837939307, -0.43170844465848207, 0.7413314084250926]"
FENGYUN 1C DEB,[-0.04581294 -0.08193502  0.03446487],"[-0.5124245247867762, -0.5136434619107383, 0.7757962801854594]"
FENGYUN 1C DEB,[-0.0438155   0.06020559  0.06674945],"[-0.5562400223107332, -0.45343787140815656, 0.8425457299881625]"
FENGYUN 1C DEB,[-0.07157735 -0.03883473  0.05803918],"[-0.6278173736926079, -0.4922726028188879, 0.9005849099049393]"
FENGYUN 1C DEB,[-0.02003075 -0.09732547  0.01124821],"[-0.6478481263012723, -0.5895980703347922, 0.9118331241072539]"
FENGYUN 1C DEB,[-0.05809398 -0.07808448  0.02297615],"[-0.7059421060203657, -0.6676825491532702, 0.9348092788778901]"
FENGYUN 1C DEB,[-0.05362555 -0.08404561  0.00778692],"[-0.7595676576813735, -0.751728156183187, 0.9425962004792285]"
FENGYUN 1C DEB,[-0.01974631 -0.0100675   0.09751271],"[-0.7793139718777202, -0.7617956605297856, 1.0401089095580474]"
FENGYUN 1C DEB,[-0.07606973 -0.06347115  0.01359445],"[-0.8553837062933262, -0.8252668063964541, 1.053703362408798]"
FENGYUN 1C DEB,[-0.04799211 -0.08109091  0.03348165],"[-0.903375819057732, -0.9063577208506813, 1.087185009700796]"
FENGYUN 1C DEB,[-0.06490137 -0.00939552  0.07549527],"[-0.9682771910684926, -0.9157532371599019, 1.1626802822971913]"
FENGYUN 1C DEB,[-0.03312262 -0.07090245  0.0622554 ],"[-1.0013998115782272, -0.9866556894798293, 1.2249356777709053]"
FENGYUN 1C DEB,[-0.04195457 -0.07464782  0.05164802],"[-1.0433543766680413, -1.0613035063185292, 1.2765836971844362]"
FENGYUN 1C DEB,[-0.04112955 -0.05929614  0.06922664],"[-1.0844839268168072, -1.120599649950558, 1.3458103355177395]"
FENGYUN 1C DEB,[ 0.02260564 -0.03707564 -0.09007987],"[0.12640982504455284, -0.12949164477657438, -0.4198187055835331]"
FENGYUN 1C DEB,[ 0.00623689 -0.00281968 -0.09976548],"[0.1326467168059238, -0.13231132924097044, -0.5195841833836128]"
FENGYUN 1C DEB,[ 0.00905912 -0.02163646 -0.09721006],"[0.14170583843435033, -0.15394778493950173, -0.6167942451062908]"
FENGYUN 1C DEB,[ 0.06426352 -0.06443741 -0.041449  ],"[0.20596936165294966, -0.21838519566159084, -0.6582432460950401]"
FENGYUN 1C DEB,[ 0.02633253 -0.02136811 -0.09407445],"[0.23230188834582627, -0.2397533087028933, -0.7523176941828342]"
FENGYUN 1C DEB,[ 0.0211824  -0.03322227 -0.09191075],"[0.25348429262983824, -0.2729755831833239, -0.84422844560559]"
FENGYUN 1C DEB,[ 0.0280612  -0.02982647 -0.09123021],"[0.2815454886349197, -0.30280205023630435, -0.9354586551959547]"
FENGYUN 1C DEB,[-0.00715402 -0.03114676 -0.094756  ],"[0.2743914673576088, -0.33394880896853346, -1.0302146544785336]"
FENGYUN 1C DEB,[ 0.0488721   0.04610174 -0.07406853],"[0.3232635680963877, -0.2878470739428142, -1.104283188938161]"
FENGYUN 1C DEB,[-0.03415616 -0.01339387 -0.09302667],"[0.2891074031258452, -0.3012409436445383, -1.1973098552705537]"
FENGYUN 1C DEB,[-0.02245102 -0.05425408 -0.08094718],"[0.2666563846499295, -0.35549502373460234, -1.278257039057113]"
FENGYUN 1C DEB,[-0.02650279  0.01496916 -0.09525506],"[0.24015359829757688, -0.34052586562799525, -1.3735120999260293]"
FENGYUN 1C DEB,[-0.00392181  0.01079038 -0.09933875],"[0.23623178570508743, -0.32973549046866685, -1.4728508496157167]"
FENGYUN 1C DEB,[-0.00835555 -0.00073043 -0.09964764],"[0.2278762328058997, -0.33046592258735297, -1.5724984848343653]"
FENGYUN 1C DEB,[-0.02144822  0.08919192  0.03980924],"[-0.15511172005402382, 0.48415808293620693, 0.573577900517789]"
FENGYUN 1C DEB,[ 0.04450889 -0.02100348  0.08705063],"[-0.11060282530253863, 0.46315459942862325, 0.6606285292837426]"
FENGYUN 1C DEB,[ 0.02583079 -0.03445532  0.09025298],"[-0.08477203259831823, 0.4286992782622868, 0.7508815125673782]"
FENGYUN 1C DEB,[-0.02337394  0.07631393  0.06024817],"[-0.10814596839094245, 0.5050132131095134, 0.8111296865952734]"
FENGYUN 1C DEB,[-0.06885666  0.0725164  -0.00036433],"[-0.17700262536395772, 0.5775296116329948, 0.8107653575075715]"
FENGYUN 1C DEB,[7.05068484e-02 7.09139219e-02 3.25917846e-06],"[-0.10649577698523685, 0.6484435335459579, 0.8107686166860274]"
FENGYUN 1C DEB,[-0.01983078  0.0722145   0.0662707 ],"[-0.12632655961256617, 0.7206580330873962, 0.8770393199897288]"
FENGYUN 1C DEB,[0.00977782 0.09751545 0.01987789],"[-0.1165487386371553, 0.8181734870722347, 0.8969172084868418]"
FENGYUN 1C DEB,[-0.00566572  0.07830882  0.06193245],"[-0.122214458219613, 0.896482303598821, 0.9588496626269645]"
FENGYUN 1C DEB,[-0.02759714  0.09472654  0.01628742],"[-0.14981159449427897, 0.9912088463937825, 0.9751370859821746]"
FENGYUN 1C DEB,[0.00390377 0.0989781  0.0137148 ],"[-0.14590782506213304, 1.090186948809118, 0.988851889169971]"
FENGYUN 1C DEB,[0.03555094 0.03660012 0.08600327],"[-0.11035688301844837, 1.1267870649257425, 1.0748551566663644]"
FENGYUN 1C DEB,[0.03225405 0.06800681 0.06583882],"[-0.0781028366600042, 1.1947938769756343, 1.140693975066439]"
FENGYUN 1C DEB,[0.02635324 0.06931495 0.06708908],"[-0.0517495955735411, 1.2641088223873131, 1.2077830578356552]"
FENGYUN 1C DEB,[0.00406995 0.09274186 0.0371804 ],"[-0.047679644396042865, 1.3568506858405558, 1.244963459401976]"
FENGYUN 1C DEB,[0.00811668 0.0550004  0.08312085],"[-0.03956296353132467, 1.4118510855249304, 1.3280843083287006]"
FENGYUN 1C DEB,[-0.01326727  0.0809363   0.05721272],"[-0.052830231992173016, 1.4927873861103798, 1.3852970240056337]"
FENGYUN 1C DEB,[ 0.04966066 -0.0464655   0.07331287],"[-0.04512450191295588, 0.18682602428893247, 0.5349209103860751]"
FENGYUN 1C DEB,[ 0.0316675  -0.06381734  0.0701749 ],"[-0.013456998898213328, 0.12300868557605041, 0.6050958099757187]"
FENGYUN 1C DEB,[-0.02493735  0.06192262  0.07445615],"[-0.03839434672359541, 0.1849313011435506, 0.6795519605928133]"
FENGYUN 1C DEB,[-0.08334168  0.051598   -0.0197942 ],"[-0.12173602990354207, 0.23652929852320587, 0.6597577566143128]"
FENGYUN 1C DEB,[ 0.09091109 -0.01273423 -0.03966124],"[-0.030824943509078648, 0.22379506661789797, 0.6200965197657191]"
FENGYUN 1C DEB,[-0.02170668  0.04370813  0.08728356],"[-0.05253162110868394, 0.2675031989335357, 0.7073800767341739]"
FENGYUN 1C DEB,[ 0.04966197  0.08633084 -0.00898189],"[-0.002869653137151165, 0.35383404290396064, 0.6983981884834443]"
FENGYUN 1C DEB,[0.00541523 0.06067894 0.07930158],"[0.0025455747605871264, 0.41451298529849173, 0.777699772683867]"
FENGYUN 1C DEB,[0.00034118 0.0464428  0.08856043],"[0.002886753355356508, 0.46095578748099675, 0.8662602024626525]"
FENGYUN 1C DEB,[0.00870416 0.05823976 0.08082307],"[0.011590910141365148, 0.5191955441600484, 0.9470832709308159]"
FENGYUN 1C DEB,[0.00151049 0.05124856 0.0858563 ],"[0.013101403461904642, 0.5704441044624007, 1.0329395664301255]"
FENGYUN 1C DEB,[-0.00196626  0.05636965  0.08257479],"[0.011135147519990155, 0.6268137536160778, 1.115514359750256]"
FENGYUN 1C DEB,[-0.01719909  0.08733541  0.04557101],"[-0.006063940694034891, 0.7141491657440806, 1.161085371951414]"
FENGYUN 1C DEB,[0.02670381 0.08487766 0.04563649],"[0.020639870678042627, 0.7990268277612762, 1.206721858984261]"
FENGYUN 1C DEB,[ 0.04471228 -0.00077701  0.08944388],"[0.06535214886721966, 0.7982498177241794, 1.2961657432611409]"
FENGYUN 1C DEB,[0.00450757 0.08294841 0.05567085],"[0.06985971778839432, 0.8811982263383176, 1.3518365913847579]"
FENGYUN 1C DEB,[0.04639216 0.02692072 0.08439812],"[0.11625187660149733, 0.9081189494281343, 1.4362347090710028]"
FENGYUN 1C DEB,[0.04167367 0.02932513 0.08604267],"[0.15792554867174352, 0.9374440795443658, 1.5222773833660739]"
FENGYUN 1C DEB,[0.0050284  0.07406995 0.06699521],"[0.16295394717423128, 1.0115140294007827, 1.589272590185428]"
FENGYUN 1C DEB,[0.02641343 0.06055545 0.07506909],"[0.18936737329986936, 1.0720694813109217, 1.6643416794583392]"
FENGYUN 1C DEB,[0.01018156 0.04413596 0.08915353],"[0.19954892956935058, 1.1162054430220498, 1.7534952144177856]"
FENGYUN 1C DEB,[-0.08159932 -0.0206766  -0.05398175],"[-0.6559340625973615, 0.6613103416119981, -0.3003214814813339]"
FENGYUN 1C DEB,[-0.06855141  0.07260811 -0.00536346],"[-0.7244854683422431, 0.7339184548098251, -0.3056849382260239]"
FENGYUN 1C DEB,[-0.04751051  0.0876765  -0.00745537],"[-0.7719959771409645, 0.8215949564664463, -0.31314031286068295]"
FENGYUN 1C DEB,[-0.00071917  0.06422874 -0.07664301],"[-0.7727151496983428, 0.885823700533838, -0.38978332445572805]"
FENGYUN 1C DEB,[-0.04401943  0.00990946 -0.08924177],"[-0.8167345752412055, 0.8957331582844439, -0.47902509058552467]"
FENGYUN 1C DEB,[-0.06123178  0.03379289 -0.07147523],"[-0.877966359686328, 0.9295260523297495, -0.5505003232588698]"
FENGYUN 1C DEB,[-0.02396413  0.03414161 -0.09088493],"[-0.9019304871872234, 0.9636676573707601, -0.6413852581949991]"
FENGYUN 1C DEB,[-0.06434778  0.04476156 -0.06209481],"[-0.9662782704503271, 1.0084292212195463, -0.7034800662785713]"
FENGYUN 1C DEB,[-0.04968434  0.08395207 -0.02198901],"[-1.01596260971406, 1.092381290305278, -0.7254690755366257]"
FENGYUN 1C DEB,[-0.08744406  0.0385733  -0.02942171],"[-1.10340666872341, 1.1309545885508647, -0.754890788716288]"
FENGYUN 1C DEB,[-0.03435907  0.06968185 -0.06295946],"[-1.1377657424830805, 1.2006364424083915, -0.8178502462533078]"
FENGYUN 1C DEB,[-0.03386636  0.07375632 -0.05842152],"[-1.1716321056808965, 1.2743927635496632, -0.8762717708436437]"
FENGYUN 1C DEB,[-0.04042249 -0.09119571  0.00702598],"[-0.2964696593071058, -0.9571197855515423, 0.39225160434270573]"
FENGYUN 1C DEB,[-0.02631657 -0.09464823  0.01868559],"[-0.3227862279282922, -1.0517680132499614, 0.4109371926276538]"
FENGYUN 1C DEB,[-0.02221479 -0.03722302  0.09011631],"[-0.345001018468337, -1.0889910283724724, 0.501053507612518]"
FENGYUN 1C DEB,[-0.06852003 -0.05569443  0.04693758],"[-0.4135210439042804, -1.1446854561065976, 0.5479910920585243]"
FENGYUN 1C DEB,[-0.07203554 -0.06694183 -0.01815688],"[-0.4855565882189728, -1.2116272811889268, 0.5298342087925882]"
FENGYUN 1C DEB,[ 0.0099124  -0.07076424  0.06995832],"[-0.4756441851438005, -1.2823915186862034, 0.599792531790673]"
FENGYUN 1C DEB,[-0.00539425 -0.06296851  0.07749754],"[-0.48103843758794707, -1.34536002534739, 0.6772900750383716]"
FENGYUN 1C DEB,[-0.0486998  -0.05153618  0.07051491],"[-0.529738236995396, -1.396896202831056, 0.7478049808955469]"
FENGYUN 1C DEB,[-0.02414003 -0.08713921  0.04270851],"[-0.5538782708449917, -1.484035414519546, 0.7905134876834097]"
FENGYUN 1C DEB,[-0.02122349 -0.08067161  0.05515119],"[-0.5751017615472014, -1.5647070287611773, 0.8456646807626411]"
FENGYUN 1C DEB,[-0.0256434  -0.08371461  0.04831439],"[-0.6007451643444989, -1.6484216355994734, 0.8939790729753663]"
FENGYUN 1C DEB,[-0.03893205 -0.06873611  0.06131592],"[-0.6396772178356627, -1.717157745520871, 0.9552949958978396]"
FENGYUN 1C DEB,[-0.04408299  0.08125316 -0.0381394 ],"[-0.3665821234495688, 0.827053184588454, -0.11787815344615055]"
FENGYUN 1C DEB,[0.0032235  0.09423794 0.03329894],"[-0.3633586184696455, 0.9212911278145621, -0.08457921844580493]"
FENGYUN 1C DEB,[-0.03646053  0.09287863 -0.00664755],"[-0.39981915307491345, 1.0141697555855034, -0.09122676834670729]"
FENGYUN 1C DEB,[-0.09741817  0.01298196 -0.01847078],"[-0.4972373182988079, 1.0271517166671857, -0.10969754989172292]"
FENGYUN 1C DEB,[-0.00627583  0.09807779  0.01847595],"[-0.503513151683259, 1.1252295085139885, -0.09122160169451736]"
FENGYUN 1C DEB,[ 0.03667805  0.08940524 -0.02571815],"[-0.4668351056677798, 1.2146347521287288, -0.11693975393520746]"
FENGYUN 1C DEB,[-0.00757666  0.0678198  -0.0730963 ],"[-0.47441176384778494, 1.2824545478598832, -0.1900360572467146]"
FENGYUN 1C DEB,[0.01896281 0.0981775  0.00126111],"[-0.4554489538057298, 1.380632047501045, -0.1887749468159398]"
FENGYUN 1C DEB,[ 0.02790411  0.08612229 -0.04247718],"[-0.42754484049339025, 1.4667543421925766, -0.23125212677550286]"
FENGYUN 1C DEB,[-0.01139045  0.0980286  -0.01614468],"[-0.4389352870250769, 1.5647829448574397, -0.24739680972014955]"
FENGYUN 1C DEB,[-0.023817    0.08583879 -0.04543625],"[-0.46275228822706066, 1.6506217313885134, -0.29283306375387763]"
FENGYUN 1C DEB,[-0.04419426  0.07156351 -0.05408818],"[-0.5069465496953158, 1.7221852456689022, -0.3469212387750048]"
FENGYUN 1C DEB,[-0.00163892  0.09325792 -0.03605931],"[-0.5085854663494904, 1.8154431686055141, -0.3829805477222045]"
FENGYUN 1C DEB,[-0.02295574  0.09283265 -0.02924266],"[-0.531541205982602, 1.908275818637019, -0.4122232067330562]"
FENGYUN 1C DEB,[-0.06756238  0.00877642 -0.0732004 ],"[0.012168249332991737, -0.09961166530959895, 0.25366244074439603]"
FENGYUN 1C DEB,[ 0.05784139 -0.04634688 -0.06712928],"[0.0700096408862701, -0.1459585445415918, 0.1865331609282427]"
FENGYUN 1C DEB,[ 0.00470338 -0.09421162 -0.03319712],"[0.07471302004280474, -0.2401701654861092, 0.1533360420243913]"
FENGYUN 1C DEB,[ 0.0393631  -0.03718964 -0.08406829],"[0.11407611811613572, -0.27735980752813066, 0.06926775409811295]"
FENGYUN 1C DEB,[ 0.05589218 -0.07306366  0.03921436],"[0.16996829696042615, -0.3504234654593997, 0.10848211669321792]"
FENGYUN 1C DEB,[ 0.05151633 -0.08206072 -0.02474077],"[0.22148462932655907, -0.4324841854066602, 0.08374134586287789]"
FENGYUN 1C DEB,[ 0.01386487 -0.05889033  0.0796222 ],"[0.23534949472185915, -0.4913745115228342, 0.16336354752485716]"
FENGYUN 1C DEB,[ 0.0412351  -0.08537952  0.03178057],"[0.27658459619573983, -0.576754027285627, 0.19514411854788596]"
FENGYUN 1C DEB,[ 0.04763043 -0.08709153 -0.0120999 ],"[0.3242150251100639, -0.6638455570462583, 0.18304421419328065]"
FENGYUN 1C DEB,[ 2.20649556e-06 -7.02706911e-02  7.11479442e-02],"[0.32421723160562216, -0.7341162481447284, 0.2541921584199044]"
FENGYUN 1C DEB,[ 0.03934856 -0.09015039  0.01801659],"[0.36356579617221424, -0.8242666383205108, 0.27220875126380606]"
FENGYUN 1C DEB,[ 0.03853375 -0.08728402  0.02994413],"[0.4020995450155383, -0.9115506534863507, 0.3021528808489027]"
FENGYUN 1C DEB,[ 0.05517038 -0.02289768  0.08019929],"[0.4572699249695041, -0.9344483318201977, 0.3823521670218776]"
FENGYUN 1C DEB,[ 0.0247295  -0.07301583  0.06369569],"[0.4819994229097554, -1.007464157591733, 0.44604785854433393]"
FENGYUN 1C DEB,[ 0.04393038 -0.07782669 -0.0448679 ],"[0.5259298059855038, -1.0852908452825285, 0.4011799621606458]"
FENGYUN 1C DEB,[ 0.01677411 -0.09445803  0.02821897],"[0.5427039116247698, -1.1797488725929135, 0.42939893550542396]"
FENGYUN 1C DEB,[ 0.03773064 -0.09256716  0.00277833],"[0.5804345559166872, -1.272316033914655, 0.43217726704637727]"
FENGYUN 1C DEB,[-0.02973833 -0.09050033  0.0304191 ],"[0.5506962211367031, -1.3628163641925508, 0.46259636736353593]"
FENGYUN 1C DEB,[ 0.06786748 -0.05530299  0.04832788],"[0.6185637047596853, -1.4181193544041264, 0.5109242468984653]"
FENGYUN 1C DEB,[ 0.03047421 -0.08977569  0.03180642],"[0.6490379170977675, -1.5078950423007076, 0.5427306651983794]"
FENGYUN 1C DEB,[ 0.01320891 -0.08208602  0.05556446],"[0.6622468251705071, -1.5899810648975383, 0.5982951290377659]"
FENGYUN 1C DEB,[ 0.02371097 -0.0951146   0.0197738 ],"[0.6859577975359931, -1.6850956629084979, 0.6180689257065071]"
FENGYUN 1C DEB,[ 0.01339335 -0.09070074  0.03992485],"[0.6993511469938876, -1.775796405979586, 0.6579937725647126]"
FENGYUN 1C DEB,[ 0.06163602 -0.02710114  0.07393598],"[0.5914499736012483, -0.19395552246468895, 0.8884411938130525]"
FENGYUN 1C DEB,[ 0.09492133 -0.02533616  0.01865528],"[0.6863713075622968, -0.21929168261553036, 0.9070964704892647]"
FENGYUN 1C DEB,[ 0.06712784 -0.0244783   0.06996189],"[0.7534991433643923, -0.24376998163827943, 0.977058363956207]"
FENGYUN 1C DEB,[ 0.08831819 -0.04081351  0.02311177],"[0.8418173380281092, -0.2845834938121995, 1.000170129690808]"
FENGYUN 1C DEB,[ 0.02877085 -0.04658032  0.08368101],"[0.8705881904476346, -0.3311638118931997, 1.0838511431796918]"
FENGYUN 1C DEB,[0.0829439  0.0283084  0.04815542],"[0.9535320893350476, -0.30285541313130093, 1.1320065602881744]"
FENGYUN 1C DEB,[ 0.04375456 -0.05149428  0.07371484],"[0.997286650577265, -0.35434969557819, 1.2057213976398302]"
FENGYUN 1C DEB,[ 0.08169553 -0.04618445  0.03453748],"[1.078982177739615, -0.4005341454859882, 1.240258876244671]"
FENGYUN 1C DEB,[ 0.09163702 -0.00492458  0.03972914],"[1.1706191988129198, -0.4054587240215489, 1.2799880203967637]"
FENGYUN 1C DEB,[ 0.0599921  -0.02388143  0.07635853],"[1.2306113014519922, -0.42934014931250775, 1.3563465506799963]"
FENGYUN 1C DEB,[ 0.08314739 -0.02026335  0.05172918],"[1.3137586889458461, -0.44960350208577926, 1.4080757347769144]"
FENGYUN 1C DEB,[ 0.07161171 -0.02522741  0.06507949],"[1.3853704035136158, -0.4748309116271656, 1.4731552257436962]"
FENGYUN 1C DEB,[-0.06545777  0.03041585  0.06921096],"[-0.5333010758388878, 0.31542559953019245, 0.8799628732868562]"
FENGYUN 1C DEB,[-0.07107607  0.0631692   0.03094905],"[-0.6043771475406965, 0.3785948037850547, 0.9109119227915959]"
FENGYUN 1C DEB,[-0.05744803  0.04048889  0.0711363 ],"[-0.6618251780583374, 0.419083694295909, 0.9820482253019475]"
FENGYUN 1C DEB,[-0.060215    0.03803933  0.07019375],"[-0.7220401810266412, 0.45712302538369576, 1.0522419765047497]"
FENGYUN 1C DEB,[-0.08721424  0.04226057  0.02465198],"[-0.8092544234540857, 0.499383597940744, 1.0768939525910073]"
FENGYUN 1C DEB,[-0.08366255  0.04639406  0.02912333],"[-0.892916978252815, 0.5457776558215934, 1.1060172820349086]"
FENGYUN 1C DEB,[-0.04960428 -0.02744206  0.0823793 ],"[-0.9425212563845669, 0.5183356007982262, 1.1883965828763352]"
